game_id,block_id,engine_white,engine_black,opening_white,opening_black,heuristic_white,heuristic_black,depth_white,depth_black,sim_white,sim_black,stockfish_elo,result_white,result_black,plies,avg_move_ms_white,p95_move_ms_white,max_move_ms_white,avg_move_ms_black,p95_move_ms_black,max_move_ms_black,max_material_swing_cp,blunder_white,blunder_black,white_castled_before_10,black_castled_before_10
V.1.sim1000.elo900-001,V.1.sim1000.elo900,mcts_heuristic,stockfish,off,na,on,na,,,1000,,900,L,W,82,3814.78,4558.77,7237.54,93.72,102.56,105.29,2450,0,0,0,1
V.1.sim1000.elo900-002,V.1.sim1000.elo900,stockfish,mcts_heuristic,na,off,na,on,,,,1000,900,W,L,69,99.26,103.85,106.59,3665.42,4358.66,4387.36,2020,0,0,0,0
V.1.sim2000.elo100-001,V.1.sim2000.elo100,mcts_heuristic,stockfish,off,na,on,na,,,2000,,100,L,W,96,6251.25,8558.87,8795.00,101.44,102.02,105.87,1850,0,0,0,0
V.1.sim2000.elo100-002,V.1.sim2000.elo100,stockfish,mcts_heuristic,na,off,na,on,,,,2000,100,W,L,165,99.76,102.94,106.66,5090.56,7867.20,8076.36,1810,0,0,0,0
V.1.sim2000.elo1000-001,V.1.sim2000.elo1000,mcts_heuristic,stockfish,off,na,on,na,,,2000,,1000,L,W,82,10680.73,38710.14,41375.90,101.87,102.68,106.02,1780,0,0,0,0
V.1.sim2000.elo1000-002,V.1.sim2000.elo1000,stockfish,mcts_heuristic,na,off,na,on,,,,2000,1000,D,D,240,101.22,102.52,105.91,5427.97,13185.40,19353.81,1430,0,0,0,0
V.1.sim2000.elo1100-001,V.1.sim2000.elo1100,mcts_heuristic,stockfish,off,na,on,na,,,2000,,1100,L,W,168,7711.46,17050.23,28169.91,99.61,103.69,107.27,1630,0,0,0,0
V.1.sim2000.elo1100-002,V.1.sim2000.elo1100,stockfish,mcts_heuristic,na,off,na,on,,,,2000,1100,W,L,85,99.44,103.26,105.81,11196.62,35406.84,37846.99,1030,0,0,0,0
V.1.sim2000.elo1200-001,V.1.sim2000.elo1200,mcts_heuristic,stockfish,off,na,on,na,,,2000,,1200,L,W,72,10008.65,13654.11,33440.72,101.90,103.07,108.33,930,0,0,0,1
V.1.sim2000.elo1200-002,V.1.sim2000.elo1200,stockfish,mcts_heuristic,na,off,na,on,,,,2000,1200,W,L,135,100.72,102.88,106.79,7948.90,22106.24,25024.26,2370,0,0,0,0
V.1.sim2000.elo200-001,V.1.sim2000.elo200,mcts_heuristic,stockfish,off,na,on,na,,,2000,,200,W,L,101,5895.11,8772.79,8920.56,96.00,102.20,105.68,2330,0,0,0,0
V.1.sim2000.elo200-002,V.1.sim2000.elo200,stockfish,mcts_heuristic,na,off,na,on,,,,2000,200,W,L,81,101.62,102.84,107.04,7822.06,8849.55,38449.68,1850,0,0,0,0
V.1.sim2000.elo300-001,V.1.sim2000.elo300,mcts_heuristic,stockfish,off,na,on,na,,,2000,,300,L,W,50,8125.24,8595.59,21425.43,101.79,103.32,104.98,650,0,0,0,0
V.1.sim2000.elo300-002,V.1.sim2000.elo300,stockfish,mcts_heuristic,na,off,na,on,,,,2000,300,L,W,152,99.14,102.27,107.61,5203.76,7419.42,8129.48,3460,0,0,0,0
V.1.sim2000.elo400-001,V.1.sim2000.elo400,mcts_heuristic,stockfish,off,na,on,na,,,2000,,400,L,W,98,6767.73,8387.34,35415.04,100.02,103.00,105.49,2510,0,0,0,1
V.1.sim2000.elo400-002,V.1.sim2000.elo400,stockfish,mcts_heuristic,na,off,na,on,,,,2000,400,W,L,81,101.19,102.65,105.25,7903.47,17713.85,25613.09,1930,0,0,0,0
V.1.sim2000.elo500-001,V.1.sim2000.elo500,mcts_heuristic,stockfish,off,na,on,na,,,2000,,500,L,W,72,9217.67,24651.71,33758.75,101.60,102.54,104.60,1930,0,0,0,1
V.1.sim2000.elo500-002,V.1.sim2000.elo500,stockfish,mcts_heuristic,na,off,na,on,,,,2000,500,W,L,197,98.84,102.90,105.32,7151.63,11507.10,32062.30,2200,0,0,1,0
V.1.sim2000.elo600-001,V.1.sim2000.elo600,mcts_heuristic,stockfish,off,na,on,na,,,2000,,600,L,W,62,9403.15,11617.51,11733.92,101.86,103.12,105.00,2210,0,0,0,0
V.1.sim2000.elo600-002,V.1.sim2000.elo600,stockfish,mcts_heuristic,na,off,na,on,,,,2000,600,W,L,123,101.98,103.20,106.03,7361.48,10735.56,11159.28,1370,0,0,0,0
V.1.sim2000.elo700-001,V.1.sim2000.elo700,mcts_heuristic,stockfish,off,na,on,na,,,2000,,700,L,W,140,6666.88,10758.62,11020.51,100.98,103.08,108.97,2500,0,0,0,0
V.1.sim2000.elo700-002,V.1.sim2000.elo700,stockfish,mcts_heuristic,na,off,na,on,,,,2000,700,W,L,47,101.94,103.38,105.21,13171.92,38551.13,40069.54,1730,0,0,0,0
V.1.sim2000.elo800-001,V.1.sim2000.elo800,mcts_heuristic,stockfish,off,na,on,na,,,2000,,800,L,W,88,9210.53,24715.78,32736.62,99.12,103.02,109.31,2980,0,0,0,0
V.1.sim2000.elo800-002,V.1.sim2000.elo800,stockfish,mcts_heuristic,na,off,na,on,,,,2000,800,W,L,89,102.05,103.19,107.11,9678.74,11062.93,34583.13,920,0,0,0,0
V.1.sim2000.elo900-001,V.1.sim2000.elo900,mcts_heuristic,stockfish,off,na,on,na,,,2000,,900,L,W,46,9650.43,11415.69,11643.08,102.19,102.87,109.49,1180,0,0,0,0
V.1.sim2000.elo900-002,V.1.sim2000.elo900,stockfish,mcts_heuristic,na,off,na,on,,,,2000,900,W,L,39,101.80,102.72,106.55,11441.83,38960.64,38960.64,2950,0,0,0,0
V.1.sim500.elo100-001,V.1.sim500.elo100,mcts_heuristic,stockfish,off,na,on,na,,,500,,100,L,W,52,2733.26,5409.62,9704.60,101.93,102.74,105.60,530,0,0,0,0
V.1.sim500.elo100-002,V.1.sim500.elo100,stockfish,mcts_heuristic,na,off,na,on,,,,500,100,W,L,129,102.00,103.78,105.81,2204.93,3030.63,5233.26,1130,0,0,0,0
V.1.sim500.elo1000-001,V.1.sim500.elo1000,mcts_heuristic,stockfish,off,na,on,na,,,500,,1000,D,D,240,1595.87,2538.70,2935.34,102.00,103.20,105.65,1920,0,0,0,0
V.1.sim500.elo1000-002,V.1.sim500.elo1000,stockfish,mcts_heuristic,na,off,na,on,,,,500,1000,W,L,69,102.21,104.18,107.83,3491.48,11805.29,11845.96,1820,0,0,1,0
V.1.sim500.elo1100-001,V.1.sim500.elo1100,mcts_heuristic,stockfish,off,na,on,na,,,500,,1100,L,W,130,2480.42,7516.84,8214.89,100.92,103.32,106.23,1600,0,0,0,0
V.1.sim500.elo1100-002,V.1.sim500.elo1100,stockfish,mcts_heuristic,na,off,na,on,,,,500,1100,W,L,151,98.11,103.38,107.57,2016.66,3424.30,6872.35,2120,0,0,0,0
V.1.sim500.elo1200-001,V.1.sim500.elo1200,mcts_heuristic,stockfish,off,na,on,na,,,500,,1200,L,W,56,2628.28,5827.34,7165.01,102.10,105.20,106.43,2350,0,0,0,0
V.1.sim500.elo1200-002,V.1.sim500.elo1200,stockfish,mcts_heuristic,na,off,na,on,,,,500,1200,W,L,35,102.09,103.65,103.65,2735.07,3368.61,3368.61,1120,0,0,1,0
V.1.sim500.elo200-001,V.1.sim500.elo200,mcts_heuristic,stockfish,off,na,on,na,,,500,,200,L,W,62,2393.88,2877.21,2935.06,102.36,103.60,106.07,1450,0,0,0,0
V.1.sim500.elo200-002,V.1.sim500.elo200,stockfish,mcts_heuristic,na,off,na,on,,,,500,200,W,L,61,102.07,103.19,106.23,2329.91,2798.65,2801.08,1450,0,0,0,0
V.1.sim500.elo300-001,V.1.sim500.elo300,mcts_heuristic,stockfish,off,na,on,na,,,500,,300,L,W,162,2005.54,2921.90,6671.23,100.49,103.03,106.52,2570,0,0,0,1
V.1.sim500.elo300-002,V.1.sim500.elo300,stockfish,mcts_heuristic,na,off,na,on,,,,500,300,W,L,49,99.13,103.12,105.53,2285.24,2570.80,2592.44,1140,0,0,0,0
V.1.sim500.elo400-001,V.1.sim500.elo400,mcts_heuristic,stockfish,off,na,on,na,,,500,,400,L,W,56,2580.91,2945.91,2990.76,102.44,103.75,105.22,1330,0,0,0,0
V.1.sim500.elo400-002,V.1.sim500.elo400,stockfish,mcts_heuristic,na,off,na,on,,,,500,400,W,L,67,102.39,105.34,105.53,2996.17,11745.42,13512.61,1830,0,0,1,0
V.1.sim500.elo500-001,V.1.sim500.elo500,mcts_heuristic,stockfish,off,na,on,na,,,500,,500,L,W,92,2052.15,2624.96,6197.02,100.61,103.24,106.57,1680,0,0,0,0
V.1.sim500.elo500-002,V.1.sim500.elo500,stockfish,mcts_heuristic,na,off,na,on,,,,500,500,W,L,135,101.26,104.38,106.16,1768.77,2631.97,2795.56,2210,0,0,0,0
V.1.sim500.elo600-001,V.1.sim500.elo600,mcts_heuristic,stockfish,off,na,on,na,,,500,,600,D,D,240,1809.42,2769.85,4791.60,102.47,103.87,106.27,1800,0,0,0,0
V.1.sim500.elo600-002,V.1.sim500.elo600,stockfish,mcts_heuristic,na,off,na,on,,,,500,600,W,L,87,102.39,105.24,106.05,2414.68,2928.43,4978.58,1930,0,0,0,0
V.1.sim500.elo700-001,V.1.sim500.elo700,mcts_heuristic,stockfish,off,na,on,na,,,500,,700,L,W,86,2215.13,2702.98,7366.26,100.64,103.35,105.73,1700,0,0,0,1
V.1.sim500.elo700-002,V.1.sim500.elo700,stockfish,mcts_heuristic,na,off,na,on,,,,500,700,W,L,31,102.51,106.12,106.12,2330.96,2566.15,2566.15,100,0,0,0,0
V.1.sim500.elo800-001,V.1.sim500.elo800,mcts_heuristic,stockfish,off,na,on,na,,,500,,800,L,W,104,1908.52,2573.29,2681.03,100.90,103.25,106.21,2230,0,0,0,0
V.1.sim500.elo800-002,V.1.sim500.elo800,stockfish,mcts_heuristic,na,off,na,on,,,,500,800,W,L,113,100.30,102.87,106.01,2347.44,5440.66,11568.15,2130,0,0,0,0
V.1.sim500.elo900-001,V.1.sim500.elo900,mcts_heuristic,stockfish,off,na,on,na,,,500,,900,L,W,52,2350.34,2621.52,7607.83,98.34,103.09,104.42,1970,0,0,0,0
V.1.sim500.elo900-002,V.1.sim500.elo900,stockfish,mcts_heuristic,na,off,na,on,,,,500,900,W,L,27,102.06,104.14,104.14,2862.38,9278.81,9278.81,430,0,0,0,0
VI.1.sim1000.elo100-001,VI.1.sim1000.elo100,mcts_heuristic,stockfish,on,na,on,na,,,1000,,100,L,W,102,3118.72,11231.02,15492.72,100.15,102.27,103.93,1970,0,0,1,0
VI.1.sim1000.elo100-002,VI.1.sim1000.elo100,stockfish,mcts_heuristic,na,on,na,on,,,,1000,100,L,W,132,100.07,102.32,103.53,1974.07,4357.35,4942.93,3370,0,0,0,1
VI.1.sim1000.elo1000-001,VI.1.sim1000.elo1000,mcts_heuristic,stockfish,on,na,on,na,,,1000,,1000,L,W,58,2886.52,4650.20,4742.65,99.17,102.72,104.86,1150,0,0,1,1
VI.1.sim1000.elo1000-002,VI.1.sim1000.elo1000,stockfish,mcts_heuristic,na,on,na,on,,,,1000,1000,W,L,99,100.17,102.44,105.13,2158.71,4174.45,4495.81,1800,0,0,1,1
VI.1.sim1000.elo1100-001,VI.1.sim1000.elo1100,mcts_heuristic,stockfish,on,na,on,na,,,1000,,1100,W,L,105,2239.68,3674.50,3882.43,95.66,102.37,105.10,2550,0,0,1,0
VI.1.sim1000.elo1100-002,VI.1.sim1000.elo1100,stockfish,mcts_heuristic,na,on,na,on,,,,1000,1100,W,L,63,101.63,102.33,105.00,2593.74,4074.11,4528.00,930,0,0,0,1
VI.1.sim1000.elo1200-001,VI.1.sim1000.elo1200,mcts_heuristic,stockfish,on,na,on,na,,,1000,,1200,W,L,87,2112.83,3371.66,3724.98,99.46,102.19,103.99,1820,0,0,1,0
VI.1.sim1000.elo1200-002,VI.1.sim1000.elo1200,stockfish,mcts_heuristic,na,on,na,on,,,,1000,1200,L,W,84,99.35,102.25,103.62,2612.85,3848.94,15636.84,2130,0,0,0,1
VI.1.sim1000.elo200-001,VI.1.sim1000.elo200,mcts_heuristic,stockfish,on,na,on,na,,,1000,,200,W,L,139,3632.14,12479.94,15927.79,99.55,102.49,104.08,2560,0,0,1,0
VI.1.sim1000.elo200-002,VI.1.sim1000.elo200,stockfish,mcts_heuristic,na,on,na,on,,,,1000,200,W,L,59,101.58,102.80,104.04,2427.93,4107.21,4415.02,1770,0,0,0,1
VI.1.sim1000.elo300-001,VI.1.sim1000.elo300,mcts_heuristic,stockfish,on,na,on,na,,,1000,,300,L,W,68,2488.50,3689.25,3741.71,101.63,102.68,104.74,1250,0,0,1,0
VI.1.sim1000.elo300-002,VI.1.sim1000.elo300,stockfish,mcts_heuristic,na,on,na,on,,,,1000,300,W,L,65,97.30,102.52,103.89,1985.65,4020.42,4142.12,1660,0,0,0,1
VI.1.sim1000.elo400-001,VI.1.sim1000.elo400,mcts_heuristic,stockfish,on,na,on,na,,,1000,,400,L,W,116,2109.76,3932.14,10104.19,100.40,102.52,113.18,1760,0,0,1,0
VI.1.sim1000.elo400-002,VI.1.sim1000.elo400,stockfish,mcts_heuristic,na,on,na,on,,,,1000,400,W,L,45,101.74,102.48,104.78,2356.13,3448.83,3517.92,1430,0,0,1,1
VI.1.sim1000.elo500-001,VI.1.sim1000.elo500,mcts_heuristic,stockfish,on,na,on,na,,,1000,,500,W,L,21,2559.71,5226.34,5226.34,101.60,105.36,105.36,1230,0,0,1,0
VI.1.sim1000.elo500-002,VI.1.sim1000.elo500,stockfish,mcts_heuristic,na,on,na,on,,,,1000,500,W,L,57,101.68,102.63,104.30,2868.98,4351.28,13329.93,1150,0,0,0,1
VI.1.sim1000.elo600-001,VI.1.sim1000.elo600,mcts_heuristic,stockfish,on,na,on,na,,,1000,,600,W,L,119,2045.23,4215.21,4491.75,99.98,102.32,104.55,2280,0,0,1,0
VI.1.sim1000.elo600-002,VI.1.sim1000.elo600,stockfish,mcts_heuristic,na,on,na,on,,,,1000,600,W,L,59,101.42,102.68,103.27,2358.59,10593.12,11010.22,1990,0,0,0,1
VI.1.sim1000.elo700-001,VI.1.sim1000.elo700,mcts_heuristic,stockfish,on,na,on,na,,,1000,,700,W,L,67,2507.26,3986.69,4144.24,98.94,103.05,104.40,1350,0,0,1,0
VI.1.sim1000.elo700-002,VI.1.sim1000.elo700,stockfish,mcts_heuristic,na,on,na,on,,,,1000,700,D,D,93,101.57,102.36,104.72,2988.94,7987.34,13031.55,1830,0,0,0,1
VI.1.sim1000.elo800-001,VI.1.sim1000.elo800,mcts_heuristic,stockfish,on,na,on,na,,,1000,,800,L,W,78,2936.48,4510.25,13741.12,99.70,102.40,103.96,2750,0,0,1,0
VI.1.sim1000.elo800-002,VI.1.sim1000.elo800,stockfish,mcts_heuristic,na,on,na,on,,,,1000,800,W,L,77,99.35,102.19,103.30,2391.43,5170.25,10848.07,1100,0,0,0,1
VI.1.sim1000.elo900-001,VI.1.sim1000.elo900,mcts_heuristic,stockfish,on,na,on,na,,,1000,,900,L,W,60,3615.46,12313.57,14811.13,96.49,102.25,104.43,2560,0,0,1,0
VI.1.sim1000.elo900-002,VI.1.sim1000.elo900,stockfish,mcts_heuristic,na,on,na,on,,,,1000,900,W,L,91,96.47,102.34,105.61,2603.22,8858.44,9400.95,2100,0,0,0,1
VI.1.sim2000.elo100-001,VI.1.sim2000.elo100,mcts_heuristic,stockfish,on,na,on,na,,,2000,,100,L,W,62,6124.66,10025.68,10078.75,101.53,102.36,104.07,1730,0,0,1,0
VI.1.sim2000.elo100-002,VI.1.sim2000.elo100,stockfish,mcts_heuristic,na,on,na,on,,,,2000,100,W,L,69,101.44,102.14,103.63,6280.93,11494.33,28285.83,2340,0,0,1,1
VI.1.sim2000.elo1000-001,VI.1.sim2000.elo1000,mcts_heuristic,stockfish,on,na,on,na,,,2000,,1000,L,W,60,5323.49,10010.33,10184.10,101.28,102.22,103.94,1930,0,0,1,0
VI.1.sim2000.elo1000-002,VI.1.sim2000.elo1000,stockfish,mcts_heuristic,na,on,na,on,,,,2000,1000,W,L,167,100.75,102.21,104.24,4433.84,11190.45,12039.04,1680,0,0,1,1
VI.1.sim2000.elo1100-001,VI.1.sim2000.elo1100,mcts_heuristic,stockfish,on,na,on,na,,,2000,,1100,L,W,40,7177.21,11380.71,32914.94,101.79,102.59,104.44,830,0,0,1,1
VI.1.sim2000.elo1100-002,VI.1.sim2000.elo1100,stockfish,mcts_heuristic,na,on,na,on,,,,2000,1100,L,W,120,96.26,102.08,104.65,4506.79,8721.05,10246.85,2650,0,0,0,1
VI.1.sim2000.elo1200-001,VI.1.sim2000.elo1200,mcts_heuristic,stockfish,on,na,on,na,,,2000,,1200,L,W,68,5029.86,11407.39,11819.43,101.19,102.03,104.24,1420,0,0,1,0
VI.1.sim2000.elo1200-002,VI.1.sim2000.elo1200,stockfish,mcts_heuristic,na,on,na,on,,,,2000,1200,W,L,167,99.20,102.15,103.88,4452.07,9288.08,18091.00,2000,0,0,0,1
VI.1.sim2000.elo200-001,VI.1.sim2000.elo200,mcts_heuristic,stockfish,on,na,on,na,,,2000,,200,L,W,64,7806.46,18959.18,28418.66,101.56,102.51,103.87,1550,0,0,1,1
VI.1.sim2000.elo200-002,VI.1.sim2000.elo200,stockfish,mcts_heuristic,na,on,na,on,,,,2000,200,W,L,59,101.63,102.36,103.98,7704.69,22006.58,23715.96,1930,0,0,1,1
VI.1.sim2000.elo300-001,VI.1.sim2000.elo300,mcts_heuristic,stockfish,on,na,on,na,,,2000,,300,L,W,114,5554.34,14909.29,27474.01,101.63,102.57,104.16,1740,0,0,1,1
VI.1.sim2000.elo300-002,VI.1.sim2000.elo300,stockfish,mcts_heuristic,na,on,na,on,,,,2000,300,W,L,63,101.66,102.31,104.03,6286.04,9807.80,9816.64,1400,0,0,0,1
VI.1.sim2000.elo400-001,VI.1.sim2000.elo400,mcts_heuristic,stockfish,on,na,on,na,,,2000,,400,L,W,112,5838.55,19317.79,20040.71,98.64,101.92,103.77,2150,0,0,1,0
VI.1.sim2000.elo400-002,VI.1.sim2000.elo400,stockfish,mcts_heuristic,na,on,na,on,,,,2000,400,W,L,111,101.71,102.55,104.11,5394.50,10287.66,10571.12,1800,0,0,0,1
VI.1.sim2000.elo500-001,VI.1.sim2000.elo500,mcts_heuristic,stockfish,on,na,on,na,,,2000,,500,L,W,190,4360.50,9074.49,19924.41,99.41,102.17,104.21,1860,0,0,1,0
VI.1.sim2000.elo500-002,VI.1.sim2000.elo500,stockfish,mcts_heuristic,na,on,na,on,,,,2000,500,L,W,102,99.74,102.81,103.42,4772.51,8957.71,9720.62,2510,0,0,0,1
VI.1.sim2000.elo600-001,VI.1.sim2000.elo600,mcts_heuristic,stockfish,on,na,on,na,,,2000,,600,W,L,153,5124.86,9979.57,18138.57,100.07,102.78,127.73,3270,0,0,1,1
VI.1.sim2000.elo600-002,VI.1.sim2000.elo600,stockfish,mcts_heuristic,na,on,na,on,,,,2000,600,D,D,240,101.18,102.28,103.29,4400.84,13660.66,20534.79,1730,0,0,0,1
VI.1.sim2000.elo700-001,VI.1.sim2000.elo700,mcts_heuristic,stockfish,on,na,on,na,,,2000,,700,L,W,68,7195.66,11369.25,27006.00,101.52,102.36,104.45,1360,0,0,1,0
VI.1.sim2000.elo700-002,VI.1.sim2000.elo700,stockfish,mcts_heuristic,na,on,na,on,,,,2000,700,W,L,91,99.97,102.32,104.03,5720.71,11672.12,13546.37,2330,0,0,0,1
VI.1.sim2000.elo800-001,VI.1.sim2000.elo800,mcts_heuristic,stockfish,on,na,on,na,,,2000,,800,W,L,199,5770.77,24128.45,33917.96,101.50,102.37,104.38,2800,0,0,1,1
VI.1.sim2000.elo800-002,VI.1.sim2000.elo800,stockfish,mcts_heuristic,na,on,na,on,,,,2000,800,W,L,113,101.55,102.40,103.52,5087.72,10667.45,18312.35,2200,0,0,0,1
VI.1.sim2000.elo900-001,VI.1.sim2000.elo900,mcts_heuristic,stockfish,on,na,on,na,,,2000,,900,L,W,94,5964.09,10390.89,24052.51,99.98,102.30,104.65,2550,0,0,1,0
VI.1.sim2000.elo900-002,VI.1.sim2000.elo900,stockfish,mcts_heuristic,na,on,na,on,,,,2000,900,W,L,35,101.22,103.14,103.14,8903.01,40708.09,40708.09,3150,0,0,0,1
VI.1.sim500.elo100-001,VI.1.sim500.elo100,mcts_heuristic,stockfish,on,na,on,na,,,500,,100,L,W,48,2624.47,7153.10,8049.60,101.97,103.26,104.85,1590,0,0,1,0
VI.1.sim500.elo100-002,VI.1.sim500.elo100,stockfish,mcts_heuristic,na,on,na,on,,,,500,100,W,L,33,102.14,108.92,108.92,1598.91,8029.49,8029.49,2220,0,0,0,0
VI.1.sim500.elo1000-001,VI.1.sim500.elo1000,mcts_heuristic,stockfish,on,na,on,na,,,500,,1000,L,W,62,1522.83,2368.32,2422.77,101.42,102.06,103.86,2260,0,0,1,0
VI.1.sim500.elo1000-002,VI.1.sim500.elo1000,stockfish,mcts_heuristic,na,on,na,on,,,,500,1000,W,L,83,98.34,102.26,104.51,1372.46,2186.48,4965.62,2510,0,0,0,1
VI.1.sim500.elo1100-001,VI.1.sim500.elo1100,mcts_heuristic,stockfish,on,na,on,na,,,500,,1100,L,W,60,2200.63,7409.30,12283.12,96.40,102.23,103.99,1830,0,0,1,1
VI.1.sim500.elo1100-002,VI.1.sim500.elo1100,stockfish,mcts_heuristic,na,on,na,on,,,,500,1100,W,L,125,101.66,102.36,104.35,1174.66,1900.35,1950.25,1400,0,0,0,1
VI.1.sim500.elo1200-001,VI.1.sim500.elo1200,mcts_heuristic,stockfish,on,na,on,na,,,500,,1200,L,W,116,1348.53,2051.45,2074.91,99.53,102.56,104.45,1630,0,0,1,0
VI.1.sim500.elo1200-002,VI.1.sim500.elo1200,stockfish,mcts_heuristic,na,on,na,on,,,,500,1200,W,L,115,101.69,102.42,105.60,1257.56,2044.81,2126.13,1320,0,0,0,1
